,TFT8_Alistar,TFT8_Annie,TFT8_Aphelios,TFT8_Ashe,TFT8_AurelionSol,TFT8_BelVeth,TFT8_Blitzcrank,TFT8_Camille,TFT8_Chogath,TFT8_Draven,TFT8_Ekko,TFT8_Ezreal,TFT8_Fiddlesticks,TFT8_Fiora,TFT8_Galio,TFT8_Gangplank,TFT8_Janna,TFT8_Jax,TFT8_Jinx,TFT8_Kaisa,TFT8_Kayle,TFT8_Leblanc,TFT8_LeeSin,TFT8_Leona,TFT8_Lulu,TFT8_Lux,TFT8_Malphite,TFT8_MissFortune,TFT8_Mordekaiser,TFT8_Nasus,TFT8_Nilah,TFT8_Nunu,TFT8_Poppy,TFT8_Rammus,TFT8_Rell,TFT8_Renekton,TFT8_Riven,TFT8_Samira,TFT8_Sejuani,TFT8_Senna,TFT8_Sett,TFT8_Sivir,TFT8_Sona,TFT8_Soraka,TFT8_Sylas,TFT8_Syndra,TFT8_Taliyah,TFT8_Talon,TFT8_Urgot,TFT8_Vayne,TFT8_Velkoz,TFT8_Vi,TFT8_Viego,TFT8_WuKong,TFT8_Yasuo,TFT8_Yuumi,TFT8_Zac,TFT8_Zed,TFT8_Zoe
TFT5_Item_DeathbladeRadiant,,,0.0005449591280653951,0.0009090909090909091,,0.0008892841262783459,,0.00170261066969353,,0.0013513513513513514,,,0.0003374957813027337,,,,,,,,0.001379310344827586,,,0.00024968789013732833,,,,,,,,,,,,,,0.0006748776784207862,,,,0.0011350737797956867,,,,,,,0.00043706293706293706,0.0003956478733926805,,,,,,,,0.00034281796366129587,
TFT5_Item_SunfireCapeRadiant,0.00023798191337458352,0.0011004559031598806,,,,,0.0018885741265344666,,,,0.00012433171702101205,,0.0006749915626054674,0.0011098779134295228,0.0006341154090044388,,,,,,,,,0.000749063670411985,,,,,,,0.00023239600278875203,,,0.0003190810465858328,,,0.0012277470841006752,,0.00010810810810810811,,0.0006493506493506494,,,,,,,,,,,0.0005688282138794084,,,,,,,
TFT_Item_EmptyBag,0.002379819133745835,0.00031441597233139445,0.005994550408719346,,,0.0008892841262783459,,0.00340522133938706,0.004868549172346641,,0.0039786149446723856,0.0016168148746968471,0.007087411407357408,0.004439511653718091,0.0012682308180088776,0.009079653322327692,0.005517241379310344,,,0.0009041591320072332,,0.004761904761904762,0.005358737719559393,0.0019975031210986267,,,0.0072007200720072,0.0031545741324921135,0.004618937644341801,0.008018327605956471,0.0018591680223100163,0.005738132498695879,,0.0019144862795149968,,,0.0040924902803355845,0.0016871941960519656,0.001081081081081081,0.0025559105431309905,,0.004540295119182747,0.004869565217391304,0.0019931662870159455,,0.006575342465753425,0.000983767830791933,,0.007867132867132868,0.0019782393669634025,0.003451251078515962,0.005119453924914676,0.0007674597083653108,,0.0009341429238673517,0.00038595137012736397,0.001989060169070114,0.00034281796366129587,0.0016638935108153079
TFT8_Item_RenegadeEmblemItem,0.002379819133745835,0.0007860399308284861,0.01907356948228883,,0.0033003300330033004,0.005335704757670075,0.007554296506137866,,0.0004868549172346641,0.0013513513513513514,0.0009946537361680964,,0.013837327033412082,0.01220865704772475,,0.0012381345439537762,0.001379310344827586,0.00032846115946789294,0.006269592476489028,0.0004520795660036166,,0.01755952380952381,0.00029770765108663293,,,,0.00030003000300030005,0.006703470031545741,0.006351039260969977,,0.00046479200557750407,0.0036515388628064684,,,0.0017152658662092624,,0.0006138735420503376,0.004049266070524717,0.0005405405405405405,0.0006389776357827476,0.0012987012987012987,0.0022701475595913734,0.00034782608695652176,0.0024202733485193624,,0.000547945205479452,0.0003279226102639777,,0.006555944055944056,,0.0004314063848144953,0.0034129692832764505,,,,,0.0014917951268025858,0.004628042509427494,0.0029118136439267887
TFT8_Item_Warmogs_GenAE,0.005473584007615421,0.006445527432793586,,,,,,0.0005675368898978433,,,0.0050976003978614945,,0.0010124873439082012,,,0.0004127115146512588,,,,,,0.0008928571428571428,,0.000749063670411985,,,,,0.0005773672055427252,,,0.005998956703182056,0.01935483870967742,,,,,,0.00010810810810810811,,,,,0.00014236902050113895,0.0041841004184100415,0.001095890410958904,,,0.00043706293706293706,,,0.0002844141069397042,,0.009216589861751152,,,0.0014917951268025858,,0.00020798668885191348
TFT5_Item_TrapClawRadiant,,,0.0005449591280653951,,0.0008250825082508251,,,,,,0.0004973268680840482,,,,,,,,,0.0002260397830018083,,,,0.00024968789013732833,,,,0.0011829652996845426,,,,0.0002608242044861763,,,,,,0.0006748776784207862,,,,,0.00034782608695652176,,,,0.0003279226102639777,,0.00043706293706293706,0.00019782393669634025,,,0.0003837298541826554,,0.00046707146193367583,,,0.00017140898183064793,
TFT8_Item_DuelistEmblemItem,0.0033317467872441696,0.00015720798616569723,0.020163487738419618,0.04181818181818182,0.0028877887788778876,0.016896398399288574,0.0009442870632672333,0.0022701475595913734,0.0009737098344693282,0.005405405405405406,0.0036056197936093497,0.015359741309620048,0.0013499831252109348,,0.0009511731135066582,,0.00896551724137931,0.0016423057973394646,0.034482758620689655,0.04181735985533454,,0.036904761904761905,0.0253051503423638,0.005493133583021223,0.002403846153846154,0.006493506493506494,0.009600960096009602,0.010646687697160883,0.012702078521939953,0.0074455899198167235,,0.0010432968179447052,,0.001595405232929164,0.003430531732418525,0.009630818619582664,0.0014323715981174544,0.003880546650919521,0.010918918918918918,0.005750798722044728,0.0025974025974025974,0.00340522133938706,0.0010434782608695651,0.0009965831435079728,,0.007123287671232876,0.0004918839153959665,0.0033500837520938024,0.017482517482517484,,0.005176876617773943,0.004835039817974972,,,,0.0015438054805094559,0.0034808552958727,,0.047004991680532446
TFT_Item_GargoyleStoneplate,0.054259876249405044,0.14903317088508097,0.0010899182561307902,,,0.0013339261894175188,0.0906515580736544,0.0005675368898978433,0.05501460564751704,,0.08541588959343528,0.002425222312045271,0.015862301721228485,0.02885682574916759,0.06943563728598605,0.005365249690466364,0.002758620689655172,0.0014780752176055182,,0.0004520795660036166,,0.0035714285714285713,0.027984519202143496,0.04244694132334582,0.002403846153846154,,0.0822082208220822,0.0011829652996845426,0.01905311778290993,0.020618556701030927,0.07204276086451313,0.018257694314032343,0.08387096774193549,0.10082961072112316,0.08747855917667238,0.06500802568218299,0.046245140167792104,0.0005061582588155897,0.06572972972972974,0.0006389776357827476,0.11233766233766233,0.004540295119182747,0.002782608695652174,0.0009965831435079728,0.03765690376569038,0.0032876712328767125,0.00016396130513198886,0.0033500837520938024,0.0026223776223776225,0.002373887240356083,0.001725625539257981,0.042662116040955635,0.0007674597083653108,0.02304147465437788,0.007006071929005138,0.00038595137012736397,0.08453505718547986,0.0005142269454919438,0.0008319467554076539
TFT5_Item_HextechGunbladeRadiant,,,,,0.00041254125412541255,0.00044464206313917296,,,,0.0013513513513513514,,0.0008084074373484236,,,,,,,,0.0002260397830018083,,0.00029761904761904765,,,,,,0.0003943217665615142,,,,0.0002608242044861763,,,,,,0.00016871941960519654,,,,,,0.00042710706150341686,,,0.0004918839153959665,,,,,,0.0003837298541826554,,,,,,0.0006239600665557404
TFT4_Item_OrnnMuramana,,0.00015720798616569723,0.0019073569482288828,,0.007838283828382838,,,0.0005675368898978433,,,,0.004850444624090542,0.0006749915626054674,,0.0003170577045022194,0.0008254230293025176,0.002758620689655172,,,0.0009041591320072332,,0.001488095238095238,,0.000749063670411985,,,,0.005914826498422713,,,0.0009295840111550081,0.0002608242044861763,,,,,0.0004092490280335584,0.0003374388392103931,0.0019459459459459458,,,,0.005565217391304348,0.004271070615034169,,0.014794520547945205,0.007050336120675521,,0.0017482517482517483,0.0003956478733926805,0.0056082830025884385,,,0.004608294930875576,,0.0021227325357005018,,,0.0016638935108153079
TFT_Item_NegatronCloak,0.013564969062351261,0.004716239584970917,0.0010899182561307902,0.0009090909090909091,,0.00044464206313917296,0.009442870632672332,0.0005675368898978433,0.011684518013631937,0.002702702702702703,0.007584234738281736,0.002425222312045271,0.0026999662504218697,0.01553829078801332,0.0031705770450221942,0.004539826661163846,0.006206896551724138,0.0009853834784036787,,0.0004520795660036166,0.002758620689655172,0.0011904761904761906,0.008038106579339089,0.00599250936329588,,,0.004500450045004501,0.0003943217665615142,0.0040415704387990765,0.003436426116838488,0.0030211480362537764,0.002347417840375587,0.0064516129032258064,0.004148053605615826,0.008576329331046312,0.0072231139646869984,0.003069367710251688,0.00016871941960519654,0.004324324324324324,0.0006389776357827476,0.003246753246753247,0.0011350737797956867,0.001391304347826087,0.0005694760820045558,0.008368200836820083,0.007671232876712329,0.0004918839153959665,0.0016750418760469012,0.0030594405594405595,0.0005934718100890207,0.0008628127696289905,0.00739476678043231,0.0007674597083653108,0.009216589861751152,0.0037365716954694066,0.0011578541103820917,0.008950770760815515,0.00017140898183064793,0.0010399334442595673
TFT_Item_Shroud,0.056877677296525465,0.012576638893255778,0.0010899182561307902,,0.0024752475247524753,0.00044464206313917296,0.06232294617563739,0.00510783200908059,0.016066212268743916,0.002702702702702703,0.02610966057441253,0.004850444624090542,0.01822477219034762,0.03662597114317425,0.014584654407102092,0.01981015270326042,0.023448275862068966,0.0014780752176055182,0.02821316614420063,0.0009041591320072332,0.002758620689655172,0.009821428571428571,0.03036618041083656,0.013233458177278402,0.02403846153846154,0.02922077922077922,0.022802280228022803,0.0003943217665615142,0.01212471131639723,0.01718213058419244,0.013478968161747618,0.008868022952529996,0.03870967741935484,0.011805998723675814,0.029159519725557463,0.01765650080256822,0.016574585635359115,0.0006748776784207862,0.016756756756756756,0.005111821086261981,0.005844155844155844,0.015891032917139614,0.01008695652173913,0.0017084282460136675,0.029288702928870293,0.008767123287671232,0.0004918839153959665,0.02680067001675042,0.01791958041958042,0.002967359050445104,0.005176876617773943,0.04124004550625711,0.00422102839600921,0.041474654377880185,0.01681457262961233,0.004631416441528367,0.023868722028841372,0.0023997257456290708,0.00894342762063228
TFT5_Item_WarmogsArmorRadiant,0.00023798191337458352,0.0006288319446627889,,,,,,,0.0009737098344693282,,0.0006216585851050603,,,,0.0006341154090044388,0.0004127115146512588,,,,,,,,0.00024968789013732833,,,0.00030003000300030005,,,,0.0006971880083662561,0.000782472613458529,,0.0009572431397574984,,,0.0002046245140167792,,0.00043243243243243243,,,,,,,,,,,,,0.0005688282138794084,,,,,0.001989060169070114,,
TFT_Item_WarmogsArmor,0.05830556877677297,0.11004559031598805,0.0038147138964577656,,0.0008250825082508251,0.0026678523788350376,0.08498583569405099,0.0011350737797956867,0.07059396299902629,0.0013513513513513514,0.07895064030834266,0.0016168148746968471,0.015187310158623017,0.04439511653718091,0.10082435003170577,0.009079653322327692,0.002758620689655172,0.002463458696009197,0.003134796238244514,0.000678119349005425,,0.003273809523809524,0.041976778803215244,0.09113607990012484,0.002403846153846154,,0.075007500750075,0.001971608832807571,0.03579676674364896,0.035509736540664374,0.085289333023472,0.05268648930620762,0.07096774193548387,0.10721123165283983,0.09090909090909091,0.09229534510433386,0.07632494372825864,0.0003374388392103931,0.0974054054054054,0.0025559105431309905,0.08181818181818182,,0.002782608695652174,0.0017084282460136675,0.12133891213389121,0.002191780821917808,0.0013116904410559109,0.006700167504187605,0.007867132867132868,0.002373887240356083,0.0008628127696289905,0.06484641638225255,0.0049884881043745204,0.041474654377880185,0.011209715086408221,0.0007719027402547279,0.11934361014420686,0.002056907781967775,0.0016638935108153079
TFT_Item_BFSword,0.002141837220371252,,0.004632152588555858,0.0018181818181818182,0.0020627062706270625,0.0017785682525566918,0.0018885741265344666,0.004540295119182747,0.0034079844206426485,0.006756756756756757,0.0016163123212731567,0.0016168148746968471,0.0010124873439082012,0.00776914539400666,,0.009492364836978951,0.008275862068965517,0.0011496140581376253,0.006269592476489028,0.0015822784810126582,0.015172413793103448,0.004761904761904762,0.003572491813039595,0.0017478152309612985,0.014423076923076924,0.01948051948051948,0.0024002400240024004,,0.0023094688221709007,0.0074455899198167235,0.0013943760167325122,0.0013041210224308817,,0.0009572431397574984,0.003430531732418525,0.002407704654895666,0.001841620626151013,0.0026995107136831447,0.0006486486486486486,0.005111821086261981,0.003246753246753247,0.0170261066969353,0.0017391304347826088,0.0014236902050113896,,0.007671232876712329,0.0003279226102639777,0.010050251256281407,0.01048951048951049,0.011078140454995054,0.0060396893874029335,0.0031285551763367463,,0.009216589861751152,0.004670714619336758,0.0015438054805094559,0.0014917951268025858,0.002228316763798423,0.0029118136439267887
TFT_Item_Bloodthirster,0.005235602094240838,0.010061311114604623,0.02670299727520436,0.013636363636363636,0.009900990099009901,0.08981769675411294,0.0018885741265344666,0.23779795686719638,0.014605647517039922,0.22027027027027027,0.006838244436155663,0.004042037186742118,0.012487343908201148,0.023307436182019976,0.015535827520608751,0.032604209657449444,0.0020689655172413794,0.22171128264082773,0.006269592476489028,0.006329113924050633,0.013793103448275862,0.005654761904761905,0.009824352485858886,0.04219725343320849,0.01201923076923077,0.00974025974025974,0.0168016801680168,0.003548895899053628,0.03117782909930716,0.08075601374570447,0.01371136416453637,0.04225352112676056,0.012903225806451613,0.00574345883854499,0.00686106346483705,0.018459069020866775,0.016369961121342338,0.0246330352623587,0.004972972972972973,0.016613418530351438,0.045454545454545456,0.00681044267877412,0.002782608695652174,0.006691343963553531,0.03765690376569038,0.0032876712328767125,0.004426955238563699,0.031825795644891124,0.021853146853146852,0.014243323442136498,0.004745470232959448,0.013367463026166098,0.10207214121258634,0.0967741935483871,0.04156936011209715,0.002701659590891548,0.0069617105917454,0.024854302365443948,0.0008319467554076539
TFT_Item_RedBuff,0.08400761542122799,0.12136456531991825,0.002452316076294278,,,0.0017785682525566918,0.12181303116147309,0.006242905788876277,0.0691333982473223,,0.09063782170831779,0.0008084074373484236,0.0280121498481269,0.07991120976692564,0.1487000634115409,0.014444903012794058,0.006206896551724138,0.003284611594678929,,0.0002260397830018083,,0.0020833333333333333,0.06490026793688598,0.05393258426966292,,,0.096009600960096,0.0003943217665615142,0.03117782909930716,0.042382588774341354,0.1027190332326284,0.06468440271257173,0.12258064516129032,0.13592852584556478,0.11663807890222985,0.13081861958266452,0.143646408839779,0.00016871941960519654,0.10583783783783783,0.0006389776357827476,0.12402597402597403,0.00340522133938706,0.002434782608695652,0.0009965831435079728,0.1087866108786611,0.0027397260273972603,0.00016396130513198886,0.03015075376884422,0.003933566433566434,0.002176063303659743,0.001725625539257981,0.10324232081911262,0.009593246354566385,0.027649769585253458,0.008407286314806165,0.00019297568506368199,0.10691198408751865,0.0006856359273225917,0.00041597337770382697
TFT_Item_JeweledGauntlet,0.002379819133745835,0.00015720798616569723,0.0051771117166212535,0.0009090909090909091,0.15924092409240925,0.006224988883948421,0.0009442870632672333,0.00340522133938706,0.011684518013631937,0.006756756756756757,0.004475941812756434,0.16329830234438156,0.08099898751265609,0.003329633740288568,0.0025364616360177552,0.04374742055303343,0.008275862068965517,0.03810149449827558,0.034482758620689655,0.14715189873417722,0.006896551724137931,0.11666666666666667,0.002977076510866329,0.012983770287141073,0.11778846153846154,0.07792207792207792,0.0051005100510051,0.17941640378548895,0.08891454965357967,0.004009163802978236,0.004183128050197537,0.037037037037037035,0.01935483870967742,0.002871729419272495,,0.0032102728731942215,0.004501739308369143,0.0035431078117091276,0.002162162162162162,0.008306709265175719,0.001948051948051948,0.00340522133938706,0.09982608695652175,0.1359624145785877,0.016736401673640166,0.006027397260273973,0.22839809804886047,0.08877721943048576,0.012237762237762238,0.008506429277942632,0.13244176013805004,0.002844141069397042,0.1634689178818112,0.08294930875576037,0.08220457730032694,0.18351987649556156,0.0044753853804077575,0.0029139526911210146,0.07217138103161398
TFT8_Item_Sunfire_GenAE,0.0033317467872441696,0.0051878635434680085,,,,,,,,,0.0039786149446723856,,0.0006749915626054674,0.0011098779134295228,,0.0004127115146512588,0.000689655172413793,,,,,0.0011904761904761906,,0.0004993757802746567,,,,,,,0.00023239600278875203,0.008085550339071466,0.012903225806451613,,0.0017152658662092624,,,,,,,,,0.00014236902050113895,,,,,0.00043706293706293706,,,0.0005688282138794084,,,,,,0.00017140898183064793,0.00020798668885191348
TFT8_Item_RapidFireCannon_GenAE,,,0.0005449591280653951,,,,,,,,0.0002486634340420241,,,,,,0.004827586206896552,,,,,0.007738095238095238,,0.0004993757802746567,0.009615384615384616,0.003246753246753247,,,,,,0.003390714658320292,,,,,,,,,,,0.004869565217391304,0.003416856492027335,,0.011506849315068493,0.0013116904410559109,,0.0008741258741258741,,0.0004314063848144953,,0.0003837298541826554,,0.00046707146193367583,0.001350829795445774,,0.0005142269454919438,0.0037437603993344427
TFT5_Item_RunaansHurricaneRadiant,0.00023798191337458352,,0.0005449591280653951,,,0.0008892841262783459,,0.0005675368898978433,,,,,,,,,,,,,0.001379310344827586,,,,,,,,,,,0.0002608242044861763,,,,,,0.0003374388392103931,,,,,,,,,,,,0.0003956478733926805,,,,,,,,0.0006856359273225917,
TFT8_Item_ChannelerEmblemItem,0.002141837220371252,,0.00027247956403269756,,0.004125412541254125,,,,0.0004868549172346641,,0.009822205644659953,,0.00809989875126561,,0.0012682308180088776,,,,0.003134796238244514,0.0009041591320072332,,,0.00029770765108663293,0.0012484394506866417,0.009615384615384616,,,,0.0023094688221709007,,0.0013943760167325122,0.0099113197704747,,0.0003190810465858328,0.003430531732418525,,0.0004092490280335584,,0.0003243243243243243,,,,,0.014236902050113895,,0.019178082191780823,,,0.004370629370629371,,0.003451251078515962,0.0005688282138794084,0.0003837298541826554,,,0.005982246236974141,,0.00017140898183064793,0.017262895174708817
TFT5_Item_BrambleVestRadiant,,0.00047162395849709165,,,,,,,,,0.00012433171702101205,,,,0.0006341154090044388,,,,,,,0.00029761904761904765,,0.0009987515605493133,,,,,,,0.00046479200557750407,,,0.0006381620931716656,0.0017152658662092624,,,,0.00010810810810810811,,0.001948051948051948,,,,,,,,0.00043706293706293706,,,0.0005688282138794084,,,,,0.0004972650422675286,,0.00020798668885191348
TFT_Item_GiantsBelt,0.026653974297953357,0.006602735418959283,0.0005449591280653951,,0.0008250825082508251,0.0008892841262783459,0.02077431539187913,0.0011350737797956867,0.014605647517039922,,0.012184508268059183,,0.005399932500843739,0.013318534961154272,0.007609384908053266,0.005365249690466364,0.006896551724137931,0.0006569223189357859,0.003134796238244514,,,0.0017857142857142857,0.015778505507591543,0.005493133583021223,,,0.013501350135013501,,0.0040415704387990765,0.0074455899198167235,0.008831048105972577,0.004173187271778821,0.0064516129032258064,0.009572431397574984,0.018867924528301886,0.011235955056179775,0.009003478616738286,0.0003374388392103931,0.01308108108108108,0.0006389776357827476,0.003896103896103896,0.0011350737797956867,0.002434782608695652,0.0005694760820045558,0.02092050209205021,0.0027397260273972603,0.0003279226102639777,0.0016750418760469012,0.004807692307692308,0.0005934718100890207,0.0012942191544434857,0.009670079635949944,0.0003837298541826554,0.013824884792626729,0.004670714619336758,0.00038595137012736397,0.015912481352560914,0.00034281796366129587,0.0016638935108153079
