,TFT8_Item_GiantSlayer_GenAE,TFT8_Item_AceEmblemItem,TFT5_Item_StatikkShivRadiant,TFT_Item_SparringGloves,TFT8_Item_HandOfJustice_GenAE,TFT8_Item_PranksterEmblemItem,TFT_Item_LocketOfTheIronSolari,TFT8_Item_OxForceEmblemItem,TFT_Item_IonicSpark,TFT5_Item_WarmogsArmorRadiant,TFT8_Item_RapidFireCannon_GenAE,TFT_Item_GargoyleStoneplate,TFT_Item_RunaansHurricane,TFT5_Item_GuardianAngelRadiant,TFT_Item_GiantsBelt,TFT8_Item_DuelistEmblemItem,TFT_Item_SpearOfShojin,TFT_Item_Deathblade,TFT5_Item_ArchangelsStaffRadiant,TFT4_Item_OrnnAnimaVisage,TFT4_Item_OrnnMuramana,TFT5_Item_MorellonomiconRadiant,TFT8_Item_BrawlerEmblemItem,TFT5_Item_ZephyrRadiant,TFT_Item_RecurveBow,TFT5_Item_ChaliceOfPowerRadiant,TFT_Item_ThiefsGloves,TFT4_Item_OrnnRanduinsSanctum,TFT5_Item_TitansResolveRadiant,TFT_Item_FrozenHeart,TFT_Item_EmptyBag,TFT8_Item_DefenderEmblemItem,TFT8_Item_RenegadeEmblemItem,TFT5_Item_SpearOfShojinRadiant,TFT_Item_NeedlesslyLargeRod,TFT_Item_SeraphsEmbrace,TFT5_Item_BrambleVestRadiant,TFT4_Item_OrnnZhonyasParadox,TFT4_Item_OrnnInfinityForce,TFT_Item_BFSword,TFT4_Item_OrnnRocketPropelledFist,TFT8_Item_DeadeyeEmblemItem,TFT5_Item_HextechGunbladeRadiant,TFT_Item_GuardianAngel,TFT4_Item_OrnnObsidianCleaver,TFT_Item_Chalice,TFT8_Item_CivilianEmblemItem,TFT5_Item_FrozenHeartRadiant,TFT5_Item_GuinsoosRagebladeRadiant,TFT4_Item_OrnnDeathsDefiance,TFT8_Item_AegisEmblemItem,TFT5_Item_DragonsClawRadiant,TFT5_Item_LastWhisperRadiant,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT8_Item_UndergroundTheEmblemItem,TFT5_Item_ShroudOfStillnessRadiant,TFT_Item_LastWhisper,TFT8_Item_Sunfire_GenAE,TFT_Item_MadredsBloodrazor,TFT_Item_TearOfTheGoddess,TFT8_Item_InterPolarisEmblemItem,TFT5_Item_SunfireCapeRadiant,TFT_Item_WarmogsArmor,TFT4_Item_OrnnTheCollector,TFT_Item_Redemption,TFT5_Item_GargoyleStoneplateRadiant,TFT5_Item_RabadonsDeathcapRadiant,TFT5_Item_LocketOfTheIronSolariRadiant,TFT8_Item_Bloodthirster_GenAE,TFT5_Item_RunaansHurricaneRadiant,TFT_Item_ForceOfNature,TFT_Item_JeweledGauntlet,TFT_Item_ZekesHerald,TFT5_Item_HandOfJusticeRadiant,TFT5_Item_IonicSparkRadiant,TFT5_Item_ZekesHeraldRadiant,TFT5_Item_ThiefsGlovesRadiant,TFT8_Item_HackerEmblemItem,TFT_Item_UnstableConcoction,TFT4_Item_OrnnEternalWinter,TFT8_Item_StarGuardianEmblemItem,TFT_Item_DragonsClaw,TFT_Item_ChainVest,TFT_Item_HextechGunblade,TFT_Item_NegatronCloak,TFT5_Item_RapidFirecannonRadiant,TFT_Item_Shroud,TFT5_Item_BloodthirsterRadiant,TFT8_Item_IonicSpark_GenAE,TFT5_Item_JeweledGauntletRadiant,TFT5_Item_QuicksilverRadiant,TFT8_Item_ADMINEmblemItem,TFT_Item_TitanicHydra,TFT8_Item_GenAEEmblemItem,TFT8_Item_MascotEmblemItem,TFT8_Item_Shojin_GenAE,TFT_Item_Bloodthirster,TFT5_Item_RedemptionRadiant,TFT_Item_Zephyr,TFT8_Item_Warmogs_GenAE,TFT8_Item_ReconEmblemItem,TFT_Item_ArchangelsStaff,TFT_Item_BrambleVest,TFT5_Item_BlueBuffRadiant,TFT_Item_RedBuff,TFT_Item_PowerGauntlet,TFT_Item_RabadonsDeathcap,TFT5_Item_InfinityEdgeRadiant,TFT_Item_Quicksilver,TFT8_Item_Shroud_GenAE,TFT8_Item_AnimaSquadEmblemItem,TFT5_Item_DeathbladeRadiant,TFT8_Item_HeartEmblemItem,TFT_Item_StatikkShiv,TFT8_Item_ExoPrimeEmblemItem,TFT5_Item_TrapClawRadiant,TFT5_Item_ZzRotPortalRadiant,TFT_Item_Spatula,TFT8_Item_ChannelerEmblemItem,TFT5_Item_GiantSlayerRadiant,TFT_Item_Morellonomicon,TFT_Item_RapidFireCannon,TFT_Item_TitansResolve
TFT8_Ekko,0.0002486634340420241,0.00012433171702101205,0.0,0.004102946661693398,0.0006216585851050603,0.0,0.011811513116996146,0.008205893323386795,0.07372870819346015,0.0006216585851050603,0.0002486634340420241,0.08541588959343528,0.005594927265945543,0.0,0.012184508268059183,0.0036056197936093497,0.005843590699987567,0.004724605246798458,0.0,0.003729951510630362,0.0,0.0,0.006838244436155663,0.0002486634340420241,0.0016163123212731567,0.0,0.06987442496580878,0.002113639189357205,0.0,0.034564217331841354,0.0039786149446723856,0.0033569563595673255,0.0009946537361680964,0.0002486634340420241,0.004475941812756434,0.005967922417008579,0.00012433171702101205,0.0006216585851050603,0.0,0.0016163123212731567,0.002113639189357205,0.0026109660574412533,0.0,0.007211239587218699,0.00012433171702101205,0.0073355713042397115,0.0028596294914832775,0.00012433171702101205,0.0,0.0003729951510630362,0.0,0.0004973268680840482,0.0,0.00484893696381947,0.004973268680840482,0.0007459903021260724,0.00012433171702101205,0.002237970906378217,0.0039786149446723856,0.004600273529777446,0.005967922417008579,0.0009946537361680964,0.00012433171702101205,0.07895064030834266,0.00012433171702101205,0.04600273529777446,0.0002486634340420241,0.0,0.0002486634340420241,0.0031082929255253017,0.0,0.0016163123212731567,0.004475941812756434,0.007708566455302748,0.00012433171702101205,0.0003729951510630362,0.0,0.0006216585851050603,0.0017406440382941688,0.004351610095735422,0.0039786149446723856,0.0,0.05308964316797215,0.008205893323386795,0.006092254134029591,0.007584234738281736,0.0,0.02610966057441253,0.0,0.0031082929255253017,0.0,0.0,0.004475941812756434,0.044262091259480295,0.001864975755315181,0.013054830287206266,0.0,0.006838244436155663,0.0,0.015168469476563471,0.0050976003978614945,0.0034812880765883376,0.006216585851050603,0.04960835509138381,0.0,0.09063782170831779,0.005719258982966555,0.009449210493596916,0.0,0.006092254134029591,0.0029839612085042896,0.005843590699987567,0.0,0.005594927265945543,0.006465249285092627,0.0003729951510630362,0.0004973268680840482,0.00012433171702101205,0.0007459903021260724,0.009822205644659953,0.0,0.01081685938082805,0.0034812880765883376,0.02412035310207634
TFT8_Ezreal,0.0,0.0008084074373484236,0.0,0.002425222312045271,0.0,0.0,0.002425222312045271,0.0,0.0008084074373484236,0.0,0.0,0.002425222312045271,0.002425222312045271,0.0,0.0,0.015359741309620048,0.06628940986257073,0.0,0.0008084074373484236,0.0,0.004850444624090542,0.0,0.0008084074373484236,0.0008084074373484236,0.007275666936135812,0.002425222312045271,0.02021018593371059,0.0,0.0,0.0,0.0016168148746968471,0.0,0.0,0.0016168148746968471,0.005658852061438965,0.16976556184316896,0.0,0.002425222312045271,0.0016168148746968471,0.0016168148746968471,0.0,0.0008084074373484236,0.0008084074373484236,0.009700889248181084,0.0016168148746968471,0.021018593371059015,0.0008084074373484236,0.0,0.0,0.0008084074373484236,0.0,0.0,0.0,0.023443815683104285,0.012126111560226353,0.0,0.0,0.0016168148746968471,0.0,0.15117219078415522,0.0064672594987873885,0.002425222312045271,0.0,0.0016168148746968471,0.0008084074373484236,0.002425222312045271,0.0,0.002425222312045271,0.0,0.0,0.0,0.0008084074373484236,0.16329830234438156,0.04527081649151172,0.0016168148746968471,0.0,0.0008084074373484236,0.0,0.0008084074373484236,0.025060630557801132,0.0008084074373484236,0.0032336297493936943,0.0008084074373484236,0.0008084074373484236,0.050121261115602264,0.002425222312045271,0.0008084074373484236,0.004850444624090542,0.0,0.0,0.0,0.0,0.0008084074373484236,0.0008084074373484236,0.0,0.0,0.0,0.004042037186742118,0.0,0.010509296685529508,0.0,0.0,0.021018593371059015,0.0016168148746968471,0.0008084074373484236,0.0008084074373484236,0.016168148746968473,0.03637833468067906,0.0,0.002425222312045271,0.0,0.002425222312045271,0.0,0.0064672594987873885,0.02667744543249798,0.0,0.0,0.0,0.0,0.0,0.0008084074373484236,0.007275666936135812,0.002425222312045271,0.002425222312045271
TFT8_Fiddlesticks,0.0006749915626054674,0.004387445156935539,0.0,0.0026999662504218697,0.002362470469119136,0.0020249746878164025,0.007424907188660142,0.00809989875126561,0.10091123860951738,0.0,0.0,0.015862301721228485,0.006074924063449207,0.0006749915626054674,0.005399932500843739,0.0013499831252109348,0.004387445156935539,0.0026999662504218697,0.0010124873439082012,0.0010124873439082012,0.0006749915626054674,0.0003374957813027337,0.004724940938238272,0.0003374957813027337,0.0016874789065136687,0.0,0.062436719541005735,0.0,0.0006749915626054674,0.00809989875126561,0.007087411407357408,0.0003374957813027337,0.013837327033412082,0.0,0.011474856564292946,0.004049949375632805,0.0,0.0020249746878164025,0.0,0.0010124873439082012,0.0016874789065136687,0.0010124873439082012,0.0,0.007087411407357408,0.0013499831252109348,0.010462369220384746,0.0016874789065136687,0.0,0.0,0.0020249746878164025,0.002362470469119136,0.0,0.0003374957813027337,0.0033749578130273373,0.014849814377320284,0.0006749915626054674,0.0003374957813027337,0.0026999662504218697,0.0006749915626054674,0.057036787040162,0.0026999662504218697,0.003712453594330071,0.0006749915626054674,0.015187310158623017,0.0006749915626054674,0.012487343908201148,0.0,0.0003374957813027337,0.0,0.0013499831252109348,0.0,0.0033749578130273373,0.08099898751265609,0.0026999662504218697,0.0,0.0003374957813027337,0.0,0.0013499831252109348,0.004724940938238272,0.02733715828552143,0.0013499831252109348,0.0006749915626054674,0.014849814377320284,0.0026999662504218697,0.028687141410732364,0.0026999662504218697,0.0003374957813027337,0.01822477219034762,0.0,0.0020249746878164025,0.0003374957813027337,0.0,0.0033749578130273373,0.011137360782990213,0.0010124873439082012,0.006749915626054675,0.0,0.012487343908201148,0.0,0.008437394532568343,0.0010124873439082012,0.0010124873439082012,0.05433682078974013,0.011474856564292946,0.0,0.0280121498481269,0.02564967937900776,0.05163685453931826,0.0003374957813027337,0.004387445156935539,0.0003374957813027337,0.005062436719541006,0.0003374957813027337,0.0020249746878164025,0.0033749578130273373,0.0010124873439082012,0.0,0.0003374957813027337,0.0013499831252109348,0.00809989875126561,0.0006749915626054674,0.10327370907863652,0.002362470469119136,0.02733715828552143
TFT8_Fiora,0.0,0.0022197558268590455,0.0,0.005549389567147614,0.0,0.0022197558268590455,0.05327413984461709,0.0,0.03995560488346282,0.0,0.0,0.02885682574916759,0.018867924528301886,0.0,0.013318534961154272,0.0,0.006659267480577136,0.011098779134295227,0.0,0.0,0.0,0.0,0.0022197558268590455,0.0,0.003329633740288568,0.0,0.06992230854605994,0.004439511653718091,0.0,0.008879023307436182,0.004439511653718091,0.0,0.01220865704772475,0.0,0.008879023307436182,0.006659267480577136,0.0,0.0,0.0022197558268590455,0.00776914539400666,0.0022197558268590455,0.0011098779134295228,0.0,0.01997780244173141,0.0,0.011098779134295227,0.0011098779134295228,0.0,0.0,0.0,0.005549389567147614,0.0,0.0,0.01553829078801332,0.016648168701442843,0.0,0.0,0.00776914539400666,0.0011098779134295228,0.017758046614872364,0.006659267480577136,0.01220865704772475,0.0011098779134295228,0.04439511653718091,0.0,0.051054384017758046,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0022197558268590455,0.003329633740288568,0.03107658157602664,0.0,0.0,0.0,0.0,0.008879023307436182,0.023307436182019976,0.0022197558268590455,0.0011098779134295228,0.03107658157602664,0.0022197558268590455,0.006659267480577136,0.01553829078801332,0.0,0.03662597114317425,0.0,0.0,0.0,0.0,0.004439511653718091,0.03773584905660377,0.0,0.00776914539400666,0.0,0.023307436182019976,0.0,0.026637069922308545,0.0,0.0011098779134295228,0.006659267480577136,0.016648168701442843,0.0,0.07991120976692564,0.005549389567147614,0.004439511653718091,0.0,0.018867924528301886,0.0,0.0011098779134295228,0.0,0.0011098779134295228,0.013318534961154272,0.0011098779134295228,0.0,0.0011098779134295228,0.0,0.0,0.0,0.004439511653718091,0.006659267480577136,0.04439511653718091
TFT8_Galio,0.0,0.0003170577045022194,0.0,0.0015852885225110971,0.0,0.0003170577045022194,0.019340519974635383,0.0022194039315155357,0.13696892834495877,0.0006341154090044388,0.0,0.06943563728598605,0.0006341154090044388,0.0,0.007609384908053266,0.0009511731135066582,0.0019023462270133164,0.0022194039315155357,0.0,0.004121750158528852,0.0003170577045022194,0.0,0.0019023462270133164,0.0,0.0019023462270133164,0.0,0.030120481927710843,0.0022194039315155357,0.0006341154090044388,0.025364616360177554,0.0012682308180088776,0.0003170577045022194,0.0,0.0,0.0028535193405199747,0.0019023462270133164,0.0006341154090044388,0.0006341154090044388,0.0003170577045022194,0.0,0.0019023462270133164,0.0019023462270133164,0.0,0.0034876347495244133,0.0,0.0031705770450221942,0.0,0.0,0.0,0.0019023462270133164,0.0019023462270133164,0.0,0.0,0.0031705770450221942,0.0028535193405199747,0.0,0.0,0.0009511731135066582,0.0,0.0025364616360177552,0.0025364616360177552,0.0,0.0006341154090044388,0.10082435003170577,0.0,0.08623969562460368,0.0006341154090044388,0.0,0.0,0.0003170577045022194,0.0,0.0022194039315155357,0.0025364616360177552,0.0050729232720355105,0.0,0.0009511731135066582,0.0,0.0,0.0006341154090044388,0.0025364616360177552,0.0022194039315155357,0.0003170577045022194,0.0637285986049461,0.0057070386810399495,0.0012682308180088776,0.0031705770450221942,0.0,0.014584654407102092,0.0,0.0003170577045022194,0.0,0.0,0.0006341154090044388,0.02187698161065314,0.0006341154090044388,0.0,0.0,0.015535827520608751,0.0006341154090044388,0.009194673430564362,0.0,0.0,0.0063411540900443885,0.06911857958148383,0.0,0.1487000634115409,0.004755865567533291,0.0034876347495244133,0.0,0.0050729232720355105,0.0003170577045022194,0.0006341154090044388,0.0,0.006024096385542169,0.004121750158528852,0.0,0.0,0.0,0.0003170577045022194,0.0012682308180088776,0.0,0.0022194039315155357,0.0022194039315155357,0.05802155992390615
TFT8_Gangplank,0.0,0.0004127115146512588,0.0,0.004127115146512587,0.0,0.0004127115146512588,0.04292199752373091,0.0024762690879075525,0.025588113908378042,0.0004127115146512588,0.0,0.005365249690466364,0.008254230293025175,0.0,0.005365249690466364,0.0,0.011968633924886504,0.003714403631861329,0.0,0.0,0.0008254230293025176,0.0004127115146512588,0.004127115146512587,0.0012381345439537762,0.010317787866281469,0.0,0.07758976475443664,0.0033016921172100704,0.0,0.006603384234420141,0.009079653322327692,0.0,0.0012381345439537762,0.0,0.011555922410235245,0.03054065208419315,0.0,0.0008254230293025176,0.0012381345439537762,0.009492364836978951,0.0008254230293025176,0.0012381345439537762,0.0,0.020635575732562937,0.0004127115146512588,0.04333470903838217,0.009079653322327692,0.0,0.0,0.0012381345439537762,0.0008254230293025176,0.0,0.0,0.010317787866281469,0.018159306644655385,0.0,0.0004127115146512588,0.005365249690466364,0.0004127115146512588,0.03177878662814693,0.005777961205117622,0.007841518778373916,0.0,0.009079653322327692,0.0012381345439537762,0.00990507635163021,0.0,0.0,0.0,0.0,0.0,0.0024762690879075525,0.04374742055303343,0.04952538175815105,0.0,0.0004127115146512588,0.0008254230293025176,0.0008254230293025176,0.0012381345439537762,0.02765167148163434,0.0004127115146512588,0.0012381345439537762,0.006603384234420141,0.005365249690466364,0.014032191498142799,0.004539826661163846,0.0,0.01981015270326042,0.0,0.0004127115146512588,0.0,0.0004127115146512588,0.0004127115146512588,0.014857614527445316,0.0,0.09203466776723071,0.0,0.032604209657449444,0.0,0.0260008254230293,0.0004127115146512588,0.002888980602558811,0.00990507635163021,0.006190672719768881,0.0008254230293025176,0.014444903012794058,0.012794056954189021,0.024762690879075525,0.0,0.006603384234420141,0.0004127115146512588,0.0016508460586050352,0.0,0.03095336359884441,0.021873710276516713,0.003714403631861329,0.0,0.0004127115146512588,0.0012381345439537762,0.0,0.0004127115146512588,0.006190672719768881,0.018572018159306643,0.0330169211721007
TFT8_Janna,0.0,0.000689655172413793,0.0,0.007586206896551724,0.000689655172413793,0.002758620689655172,0.017241379310344827,0.004827586206896552,0.000689655172413793,0.0,0.004827586206896552,0.002758620689655172,0.009655172413793104,0.0,0.006896551724137931,0.00896551724137931,0.07586206896551724,0.0020689655172413794,0.0,0.0,0.002758620689655172,0.0,0.002758620689655172,0.0,0.023448275862068966,0.000689655172413793,0.032413793103448274,0.037241379310344824,0.0,0.009655172413793104,0.005517241379310344,0.0,0.001379310344827586,0.0,0.012413793103448275,0.044137931034482755,0.0,0.0,0.000689655172413793,0.008275862068965517,0.000689655172413793,0.012413793103448275,0.0,0.011034482758620689,0.001379310344827586,0.08551724137931034,0.0,0.0,0.0,0.0,0.004137931034482759,0.0,0.0,0.016551724137931035,0.0034482758620689655,0.0,0.000689655172413793,0.0020689655172413794,0.000689655172413793,0.007586206896551724,0.03517241379310345,0.004827586206896552,0.0,0.002758620689655172,0.0,0.06551724137931035,0.0,0.0,0.0,0.0,0.0,0.004137931034482759,0.008275862068965517,0.07931034482758621,0.0,0.0,0.000689655172413793,0.0,0.000689655172413793,0.006896551724137931,0.0,0.028965517241379312,0.004827586206896552,0.012413793103448275,0.008275862068965517,0.006206896551724138,0.0,0.023448275862068966,0.0,0.0,0.0,0.0,0.005517241379310344,0.004827586206896552,0.000689655172413793,0.015172413793103448,0.006206896551724138,0.0020689655172413794,0.0,0.009655172413793104,0.0,0.001379310344827586,0.009655172413793104,0.004137931034482759,0.0,0.006206896551724138,0.0020689655172413794,0.008275862068965517,0.0,0.009655172413793104,0.0034482758620689655,0.006896551724137931,0.0,0.02,0.06206896551724138,0.000689655172413793,0.0,0.0,0.000689655172413793,0.0,0.0,0.04068965517241379,0.009655172413793104,0.004827586206896552
TFT8_Jax,0.0,0.0004926917392018393,0.0,0.0004926917392018393,0.0,0.0,0.0014780752176055182,0.0011496140581376253,0.003120381014944983,0.0,0.0,0.0014780752176055182,0.004434225652816554,0.0,0.0006569223189357859,0.0016423057973394646,0.0004926917392018393,0.0019707669568073574,0.0,0.0006569223189357859,0.0,0.0,0.0,0.0,0.0006569223189357859,0.0,0.006240762029889966,0.00016423057973394647,0.0011496140581376253,0.0008211528986697323,0.0,0.00032846115946789294,0.00032846115946789294,0.0,0.0008211528986697323,0.0004926917392018393,0.0,0.0006569223189357859,0.0027919198554770897,0.0011496140581376253,0.0,0.0013138446378715717,0.0,0.010018065363770734,0.0006569223189357859,0.0016423057973394646,0.00032846115946789294,0.0,0.0004926917392018393,0.0029561504352110363,0.0004926917392018393,0.00016423057973394647,0.0,0.23714895713581868,0.013138446378715717,0.00032846115946789294,0.0,0.0026276892757431435,0.0,0.03990803087534899,0.0,0.0006569223189357859,0.0,0.002463458696009197,0.0004926917392018393,0.002463458696009197,0.0,0.0,0.0,0.0,0.0,0.0,0.03810149449827558,0.0029561504352110363,0.0006569223189357859,0.0,0.0,0.0,0.00032846115946789294,0.03941533913614715,0.0,0.0,0.006076531450156019,0.00032846115946789294,0.017408441451798325,0.0009853834784036787,0.0008211528986697323,0.0014780752176055182,0.0004926917392018393,0.0,0.0006569223189357859,0.0014780752176055182,0.0034488421744128758,0.0004926917392018393,0.0,0.00016423057973394647,0.0,0.22171128264082773,0.0,0.0011496140581376253,0.0,0.0019707669568073574,0.0013138446378715717,0.003120381014944983,0.0,0.003284611594678929,0.008211528986697324,0.0022992281162752507,0.0,0.11660371161110199,0.0,0.0006569223189357859,0.0,0.0,0.005583839710954179,0.0,0.0,0.0,0.0,0.0,0.00032846115946789294,0.00016423057973394647,0.06946953522745936,0.09788142552143209
TFT8_Jinx,0.0,0.0,0.003134796238244514,0.012539184952978056,0.0,0.0,0.003134796238244514,0.003134796238244514,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.003134796238244514,0.034482758620689655,0.05642633228840126,0.0,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.01567398119122257,0.0,0.012539184952978056,0.003134796238244514,0.0,0.0,0.0,0.0,0.006269592476489028,0.0,0.025078369905956112,0.0,0.0,0.003134796238244514,0.003134796238244514,0.006269592476489028,0.003134796238244514,0.0,0.0,0.01567398119122257,0.0,0.05329153605015674,0.009404388714733543,0.0,0.003134796238244514,0.0,0.0,0.0,0.0,0.047021943573667714,0.009404388714733543,0.0,0.0,0.01567398119122257,0.0,0.02821316614420063,0.01567398119122257,0.0,0.0,0.003134796238244514,0.003134796238244514,0.003134796238244514,0.0,0.0,0.0,0.0,0.0,0.009404388714733543,0.034482758620689655,0.06269592476489028,0.0,0.0,0.0,0.0,0.0,0.0219435736677116,0.0,0.006269592476489028,0.003134796238244514,0.0,0.006269592476489028,0.0,0.0,0.02821316614420063,0.0,0.0,0.0,0.0,0.003134796238244514,0.03134796238244514,0.0,0.006269592476489028,0.0,0.006269592476489028,0.0,0.050156739811912224,0.0,0.14733542319749215,0.003134796238244514,0.0,0.0,0.0,0.003134796238244514,0.012539184952978056,0.0,0.0,0.003134796238244514,0.0,0.0,0.0,0.12852664576802508,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.009404388714733543,0.009404388714733543,0.003134796238244514
TFT8_Kaisa,0.0,0.0,0.0018083182640144665,0.0011301989150090416,0.0,0.000678119349005425,0.002034358047016275,0.0004520795660036166,0.0002260397830018083,0.0,0.0,0.0004520795660036166,0.0024864376130198916,0.0,0.0,0.04181735985533454,0.027576853526220614,0.002034358047016275,0.0002260397830018083,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0022603978300180833,0.0,0.009719710669077758,0.0,0.0002260397830018083,0.0002260397830018083,0.0009041591320072332,0.0,0.0004520795660036166,0.0002260397830018083,0.0031645569620253164,0.005877034358047016,0.0,0.0033905967450271247,0.002034358047016275,0.0015822784810126582,0.0,0.0,0.0002260397830018083,0.03209764918625678,0.002034358047016275,0.0045207956600361665,0.0004520795660036166,0.0,0.0011301989150090416,0.0015822784810126582,0.0,0.0,0.0,0.14511754068716093,0.022603978300180832,0.0002260397830018083,0.0,0.0024864376130198916,0.0,0.13924050632911392,0.0015822784810126582,0.000678119349005425,0.0,0.000678119349005425,0.0027124773960217,0.000678119349005425,0.0002260397830018083,0.0004520795660036166,0.0,0.0,0.0,0.000678119349005425,0.14715189873417722,0.010623869801084991,0.000678119349005425,0.0,0.0002260397830018083,0.0002260397830018083,0.0002260397830018083,0.04701627486437613,0.0,0.0,0.0004520795660036166,0.0,0.041365280289330925,0.0004520795660036166,0.0,0.0009041591320072332,0.0002260397830018083,0.0,0.0004520795660036166,0.0002260397830018083,0.0,0.0002260397830018083,0.0,0.0,0.0,0.006329113924050633,0.0,0.0031645569620253164,0.0,0.0,0.02667269439421338,0.000678119349005425,0.0002260397830018083,0.0002260397830018083,0.0162748643761302,0.023734177215189875,0.0,0.012432188065099457,0.0,0.006555153707052441,0.0,0.0024864376130198916,0.16523508137432188,0.0,0.0002260397830018083,0.0,0.0002260397830018083,0.0009041591320072332,0.0004520795660036166,0.00135623869801085,0.005877034358047016,0.005198915009041591
TFT8_Kayle,0.0,0.001379310344827586,0.0,0.002758620689655172,0.0,0.0,0.001379310344827586,0.002758620689655172,0.0,0.0,0.0,0.0,0.06758620689655172,0.0,0.0,0.0,0.0,0.09241379310344827,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.006896551724137931,0.0,0.006896551724137931,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.004137931034482759,0.0,0.0,0.002758620689655172,0.015172413793103448,0.0,0.0,0.0,0.02482758620689655,0.002758620689655172,0.011034482758620689,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.001379310344827586,0.15172413793103448,0.1006896551724138,0.0,0.0,0.12551724137931033,0.0,0.13241379310344828,0.002758620689655172,0.001379310344827586,0.0,0.0,0.001379310344827586,0.002758620689655172,0.0,0.0,0.0,0.0,0.001379310344827586,0.004137931034482759,0.006896551724137931,0.031724137931034485,0.0,0.0,0.0,0.0,0.001379310344827586,0.04689655172413793,0.0,0.0,0.0,0.001379310344827586,0.013793103448275862,0.002758620689655172,0.0,0.002758620689655172,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.009655172413793104,0.0,0.005517241379310344,0.002758620689655172,0.0,0.0,0.0,0.009655172413793104,0.002758620689655172,0.001379310344827586,0.022068965517241378,0.0,0.0,0.001379310344827586,0.0,0.031724137931034485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005517241379310344,0.004137931034482759
TFT8_Leblanc,0.005952380952380952,0.0011904761904761906,0.0,0.003869047619047619,0.005952380952380952,0.003273809523809524,0.004761904761904762,0.004761904761904762,0.0026785714285714286,0.0,0.007738095238095238,0.0035714285714285713,0.007142857142857143,0.0,0.0017857142857142857,0.036904761904761905,0.0886904761904762,0.0026785714285714286,0.0,0.0,0.001488095238095238,0.0,0.0017857142857142857,0.0,0.005952380952380952,0.0,0.04851190476190476,0.0005952380952380953,0.0,0.0020833333333333333,0.004761904761904762,0.0,0.01755952380952381,0.00029761904761904765,0.01369047619047619,0.05476190476190476,0.00029761904761904765,0.0008928571428571428,0.001488095238095238,0.004761904761904762,0.00029761904761904765,0.0,0.00029761904761904765,0.014583333333333334,0.0,0.01636904761904762,0.0017857142857142857,0.0,0.00029761904761904765,0.0,0.0005952380952380953,0.0,0.0,0.013392857142857142,0.022023809523809525,0.0008928571428571428,0.0,0.003869047619047619,0.0011904761904761906,0.09196428571428572,0.004761904761904762,0.004761904761904762,0.0,0.003273809523809524,0.0017857142857142857,0.002380952380952381,0.0,0.00029761904761904765,0.0,0.003869047619047619,0.0,0.0026785714285714286,0.11666666666666667,0.01607142857142857,0.00029761904761904765,0.00029761904761904765,0.00029761904761904765,0.0005952380952380953,0.0,0.026785714285714284,0.0,0.003869047619047619,0.0017857142857142857,0.0011904761904761906,0.030654761904761903,0.0011904761904761906,0.0,0.009821428571428571,0.0,0.001488095238095238,0.00029761904761904765,0.00029761904761904765,0.0,0.0020833333333333333,0.0,0.0008928571428571428,0.008333333333333333,0.005654761904761905,0.0,0.021130952380952382,0.0008928571428571428,0.0005952380952380953,0.04017857142857143,0.00029761904761904765,0.0,0.0020833333333333333,0.017261904761904763,0.04017857142857143,0.0,0.004761904761904762,0.002380952380952381,0.00029761904761904765,0.0,0.02738095238095238,0.06190476190476191,0.0005952380952380953,0.0,0.00029761904761904765,0.0,0.0,0.0,0.006845238095238095,0.008630952380952382,0.004464285714285714
